"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","CPI","TOT","AGRWTH","M","2011-04",3.310327,
"AUT","CPI","TOT","AGRWTH","M","2011-05",3.315974,
"AUT","CPI","TOT","AGRWTH","M","2011-06",3.315974,
"AUT","CPI","TOT","AGRWTH","M","2011-07",3.4937,
"AUT","CPI","TOT","AGRWTH","M","2011-08",3.504679,
"AUT","CPI","TOT","AGRWTH","M","2011-09",3.620805,
"AUT","CPI","TOT","AGRWTH","M","2011-10",3.437919,
"AUT","CPI","TOT","AGRWTH","M","2011-11",3.631503,
"AUT","CPI","TOT","AGRWTH","M","2011-12",3.174041,
"AUT","CPI","TOT","AGRWTH","M","2012-01",2.772277,
"AUT","CPI","TOT","AGRWTH","M","2012-02",2.556539,
"AUT","CPI","TOT","AGRWTH","M","2012-03",2.429543,
"AUT","CPI","TOT","AGRWTH","M","2012-04",2.321083,
"AUT","CPI","TOT","AGRWTH","M","2012-05",2.125604,
"AUT","CPI","TOT","AGRWTH","M","2012-06",2.222222,
"AUT","CPI","TOT","AGRWTH","M","2012-07",2.129719,
"AUT","CPI","TOT","AGRWTH","M","2012-08",2.222222,
"AUT","CPI","TOT","AGRWTH","M","2012-09",2.694899,
"AUT","CPI","TOT","AGRWTH","M","2012-10",2.788461,
"AUT","CPI","TOT","AGRWTH","M","2012-11",2.785783,
"AUT","CPI","TOT","AGRWTH","M","2012-12",2.780441,
"AUT","CPI","TOT","AGRWTH","M","2013-01",2.697495,
"AUT","CPI","TOT","AGRWTH","M","2013-02",2.492809,
"AUT","CPI","TOT","AGRWTH","M","2013-03",2.27704,
"AUT","CPI","TOT","AGRWTH","M","2013-04",1.984877,
"AUT","CPI","TOT","AGRWTH","M","2013-05",2.270577,
"AUT","CPI","TOT","AGRWTH","M","2013-06",2.173913,
"AUT","CPI","TOT","AGRWTH","M","2013-07",1.990521,
"AUT","CPI","TOT","AGRWTH","M","2013-08",1.795841,
"AUT","CPI","TOT","AGRWTH","M","2013-09",1.686973,
"AUT","CPI","TOT","AGRWTH","M","2013-10",1.403181,
"AUT","CPI","TOT","AGRWTH","M","2013-11",1.401869,
"AUT","CPI","TOT","AGRWTH","M","2013-12",1.865672,
"AUT","CPI","TOT","AGRWTH","M","2014-01",1.594747,
"AUT","CPI","TOT","AGRWTH","M","2014-02",1.496726,
"AUT","CPI","TOT","AGRWTH","M","2014-03",1.669759,
"AUT","CPI","TOT","AGRWTH","M","2014-04",1.668211,
"AUT","CPI","TOT","AGRWTH","M","2014-05",1.757632,
"AUT","CPI","TOT","AGRWTH","M","2014-06",1.850139,
"AUT","CPI","TOT","AGRWTH","M","2014-07",1.765799,
"AUT","CPI","TOT","AGRWTH","M","2014-08",1.671309,
"AUT","CPI","TOT","AGRWTH","M","2014-09",1.56682,
"AUT","CPI","TOT","AGRWTH","M","2014-10",1.568266,
"AUT","CPI","TOT","AGRWTH","M","2014-11",1.658986,
"AUT","CPI","TOT","AGRWTH","M","2014-12",1.007326,
"AUT","CPI","TOT","AGRWTH","M","2015-01",0.7386888,
"AUT","CPI","TOT","AGRWTH","M","2015-02",0.8589376,
"AUT","CPI","TOT","AGRWTH","M","2015-03",0.9571964,
"AUT","CPI","TOT","AGRWTH","M","2015-04",1.066896,
"AUT","CPI","TOT","AGRWTH","M","2015-05",0.9924396,
"AUT","CPI","TOT","AGRWTH","M","2015-06",1.00121,
"AUT","CPI","TOT","AGRWTH","M","2015-07",1.150444,
"AUT","CPI","TOT","AGRWTH","M","2015-08",0.9483453,
"AUT","CPI","TOT","AGRWTH","M","2015-09",0.7087427,
"AUT","CPI","TOT","AGRWTH","M","2015-10",0.6997142,
"AUT","CPI","TOT","AGRWTH","M","2015-11",0.6174383,
"AUT","CPI","TOT","AGRWTH","M","2015-12",1.018704,
"AUT","CPI","TOT","AGRWTH","M","2016-01",1.217039,
"AUT","CPI","TOT","AGRWTH","M","2016-02",1.011122,
"AUT","CPI","TOT","AGRWTH","M","2016-03",0.7,
"AUT","CPI","TOT","AGRWTH","M","2016-04",0.499002,
"AUT","CPI","TOT","AGRWTH","M","2016-05",0.5976096,
"AUT","CPI","TOT","AGRWTH","M","2016-06",0.5970149,
"AUT","CPI","TOT","AGRWTH","M","2016-07",0.5994006,
"AUT","CPI","TOT","AGRWTH","M","2016-08",0.6006006,
"AUT","CPI","TOT","AGRWTH","M","2016-09",0.8973081,
"AUT","CPI","TOT","AGRWTH","M","2016-10",1.297405,
"AUT","CPI","TOT","AGRWTH","M","2016-11",1.296112,
"AUT","CPI","TOT","AGRWTH","M","2016-12",1.390268,
"AUT","CPI","TOT","AGRWTH","M","2017-01",2.004008,
"AUT","CPI","TOT","AGRWTH","M","2017-02",2.202202,
"AUT","CPI","TOT","AGRWTH","M","2017-03",1.886792,
"AUT","CPI","TOT","AGRWTH","M","2017-04",2.085402,
"AUT","CPI","TOT","AGRWTH","M","2017-05",1.881188,
"AUT","CPI","TOT","AGRWTH","M","2017-06",1.879327,
"AUT","CPI","TOT","AGRWTH","M","2017-07",1.986097,
"AUT","CPI","TOT","AGRWTH","M","2017-08",2.089552,
"AUT","CPI","TOT","AGRWTH","M","2017-09",2.371542,
"AUT","CPI","TOT","AGRWTH","M","2017-10",2.167488,
"AUT","CPI","TOT","AGRWTH","M","2017-11",2.26378,
"AUT","CPI","TOT","AGRWTH","M","2017-12",2.15475,
"AUT","CPI","TOT","AGRWTH","M","2018-01",1.768173,
"AUT","CPI","TOT","AGRWTH","M","2018-02",1.762977,
"AUT","CPI","TOT","AGRWTH","M","2018-03",1.851852,
"AUT","CPI","TOT","AGRWTH","M","2018-04",1.848249,
"AUT","CPI","TOT","AGRWTH","M","2018-05",1.943635,
"AUT","CPI","TOT","AGRWTH","M","2018-06",2.038835,
"AUT","CPI","TOT","AGRWTH","M","2018-07",2.142162,
"AUT","CPI","TOT","AGRWTH","M","2018-08",2.241715,
"AUT","CPI","TOT","AGRWTH","M","2018-09",2.027027,
"AUT","CPI","TOT","AGRWTH","M","2018-10",2.217936,
"AUT","CPI","TOT","AGRWTH","M","2018-11",2.213667,
"AUT","CPI","TOT","AGRWTH","M","2018-12",1.917546,
"AUT","CPI","TOT","AGRWTH","M","2019-01",1.833977,
"AUT","CPI","TOT","AGRWTH","M","2019-02",1.539942,
"AUT","CPI","TOT","AGRWTH","M","2019-03",1.818182,
"AUT","CPI","TOT","AGRWTH","M","2019-04",1.719198,
"AUT","CPI","TOT","AGRWTH","M","2019-05",1.71592,
"AUT","CPI","TOT","AGRWTH","M","2019-06",1.617507,
"AUT","CPI","TOT","AGRWTH","M","2019-07",1.429933,
"AUT","CPI","TOT","AGRWTH","M","2019-08",1.525262,
"AUT","CPI","TOT","AGRWTH","M","2019-09",1.229896,
"AUT","CPI","TOT","AGRWTH","M","2019-10",1.132075,
"AUT","CPI","TOT","AGRWTH","M","2019-11",1.129943,
"AUT","CPI","TOT","AGRWTH","M","2019-12",1.693321,
"AUT","CPI","TOT","AGRWTH","M","2020-01",1.990521,
"AUT","CPI","TOT","AGRWTH","M","2020-02",2.093024,
"AUT","CPI","TOT","AGRWTH","M","2020-03",1.534364,
"AUT","CPI","TOT","AGRWTH","M","2020-04",1.439026,
"AUT","CPI","TOT","AGRWTH","M","2020-05",0.6407859,
"AUT","CPI","TOT","AGRWTH","M","2020-06",1.05283,
"AUT","CPI","TOT","AGRWTH","M","2020-07",1.636,
"AUT","CPI","TOT","AGRWTH","M","2020-08",1.337486,
"AUT","CPI","TOT","AGRWTH","M","2020-09",1.26821,
"AUT","CPI","TOT","AGRWTH","M","2020-10",1.281032,
"AUT","CPI","TOT","AGRWTH","M","2020-11",1.193116,
"AUT","CPI","TOT","AGRWTH","M","2020-12",1.138068,
"AUT","CPI","TOT","AGRWTH","M","2021-01",0.8040201,
"AUT","CPI","TOT","AGRWTH","M","2021-02",1.204819,
"AUT","CPI","TOT","AGRWTH","M","2021-03",2.002002,
"AUT","CPI","TOT","AGRWTH","M","2021-04",1.901902,
"AUT","CPI","TOT","AGRWTH","M","2021-05",2.819738,
"AUT","CPI","TOT","AGRWTH","M","2021-06",2.805611,
"AUT","CPI","TOT","AGRWTH","M","2021-07",2.9,
"AUT","CPI","TOT","AGRWTH","M","2021-08",3.206413,
"AUT","CPI","TOT","AGRWTH","M","2021-09",3.293413,
"AUT","CPI","TOT","AGRWTH","M","2021-10",3.685259,
"AUT","CPI","TOT","AGRWTH","M","2021-11",4.278607,
"AUT","CPI","TOT","AGRWTH","M","2021-12",4.253215,
"AUT","CPI","TOT","AGRWTH","M","2022-01",4.985045,
"AUT","CPI","TOT","AGRWTH","M","2022-02",5.753968,
"AUT","CPI","TOT","AGRWTH","M","2022-03",6.771345,
"AUT","CPI","TOT","AGRWTH","M","2022-04",7.170923,
"AUT","CPI","TOT","AGRWTH","M","2022-05",7.737512,
"AUT","CPI","TOT","AGRWTH","M","2022-06",8.674464,
"AUT","CPI","TOT","AGRWTH","M","2022-07",9.426628,
"AUT","CPI","TOT","AGRWTH","M","2022-08",9.320389,
"AUT","CPI","TOT","AGRWTH","M","2022-09",10.62802,
"AUT","CPI","TOT","AGRWTH","M","2022-10",11.04707,
"AUT","CPI","TOT","AGRWTH","M","2022-11",10.5916,
"AUT","CPI","TOT","AGRWTH","M","2022-12",10.1518,
"BEL","CPI","TOT","AGRWTH","M","2011-04",3.412896,
"BEL","CPI","TOT","AGRWTH","M","2011-05",3.345525,
"BEL","CPI","TOT","AGRWTH","M","2011-06",3.679398,
"BEL","CPI","TOT","AGRWTH","M","2011-07",3.753092,
"BEL","CPI","TOT","AGRWTH","M","2011-08",3.600215,
"BEL","CPI","TOT","AGRWTH","M","2011-09",3.556889,
"BEL","CPI","TOT","AGRWTH","M","2011-10",3.573339,
"BEL","CPI","TOT","AGRWTH","M","2011-11",3.846565,
"BEL","CPI","TOT","AGRWTH","M","2011-12",3.480204,
"BEL","CPI","TOT","AGRWTH","M","2012-01",3.65118,
"BEL","CPI","TOT","AGRWTH","M","2012-02",3.661616,
"BEL","CPI","TOT","AGRWTH","M","2012-03",3.360553,
"BEL","CPI","TOT","AGRWTH","M","2012-04",3.185379,
"BEL","CPI","TOT","AGRWTH","M","2012-05",2.810451,
"BEL","CPI","TOT","AGRWTH","M","2012-06",2.251738,
"BEL","CPI","TOT","AGRWTH","M","2012-07",2.321725,
"BEL","CPI","TOT","AGRWTH","M","2012-08",2.852697,
"BEL","CPI","TOT","AGRWTH","M","2012-09",2.751914,
"BEL","CPI","TOT","AGRWTH","M","2012-10",2.778639,
"BEL","CPI","TOT","AGRWTH","M","2012-11",2.263607,
"BEL","CPI","TOT","AGRWTH","M","2012-12",2.231822,
"BEL","CPI","TOT","AGRWTH","M","2013-01",1.460078,
"BEL","CPI","TOT","AGRWTH","M","2013-02",1.187576,
"BEL","CPI","TOT","AGRWTH","M","2013-03",1.11415,
"BEL","CPI","TOT","AGRWTH","M","2013-04",1.002024,
"BEL","CPI","TOT","AGRWTH","M","2013-05",1.18457,
"BEL","CPI","TOT","AGRWTH","M","2013-06",1.593262,
"BEL","CPI","TOT","AGRWTH","M","2013-07",1.509319,
"BEL","CPI","TOT","AGRWTH","M","2013-08",1.008573,
"BEL","CPI","TOT","AGRWTH","M","2013-09",0.8960934,
"BEL","CPI","TOT","AGRWTH","M","2013-10",0.6331658,
"BEL","CPI","TOT","AGRWTH","M","2013-11",0.8149713,
"BEL","CPI","TOT","AGRWTH","M","2013-12",0.9657947,
"BEL","CPI","TOT","AGRWTH","M","2014-01",1.137164,
"BEL","CPI","TOT","AGRWTH","M","2014-02",0.9730163,
"BEL","CPI","TOT","AGRWTH","M","2014-03",0.8915156,
"BEL","CPI","TOT","AGRWTH","M","2014-04",0.6213048,
"BEL","CPI","TOT","AGRWTH","M","2014-05",0.3602161,
"BEL","CPI","TOT","AGRWTH","M","2014-06",0.2697033,
"BEL","CPI","TOT","AGRWTH","M","2014-07",0.3392875,
"BEL","CPI","TOT","AGRWTH","M","2014-08",0.01997004,
"BEL","CPI","TOT","AGRWTH","M","2014-09",-0.1197485,
"BEL","CPI","TOT","AGRWTH","M","2014-10",0.08988315,
"BEL","CPI","TOT","AGRWTH","M","2014-11",-0.1097804,
"BEL","CPI","TOT","AGRWTH","M","2014-12",-0.3786369,
"BEL","CPI","TOT","AGRWTH","M","2015-01",-0.6467662,
"BEL","CPI","TOT","AGRWTH","M","2015-02",-0.3973773,
"BEL","CPI","TOT","AGRWTH","M","2015-03",-0.3971406,
"BEL","CPI","TOT","AGRWTH","M","2015-04",0.2888159,
"BEL","CPI","TOT","AGRWTH","M","2015-05",0.5583251,
"BEL","CPI","TOT","AGRWTH","M","2015-06",0.627615,
"BEL","CPI","TOT","AGRWTH","M","2015-07",0.4574838,
"BEL","CPI","TOT","AGRWTH","M","2015-08",0.9084556,
"BEL","CPI","TOT","AGRWTH","M","2015-09",1.059047,
"BEL","CPI","TOT","AGRWTH","M","2015-10",1.27719,
"BEL","CPI","TOT","AGRWTH","M","2015-11",1.518633,
"BEL","CPI","TOT","AGRWTH","M","2015-12",1.5003,
"BEL","CPI","TOT","AGRWTH","M","2016-01",1.742614,
"BEL","CPI","TOT","AGRWTH","M","2016-02",1.386395,
"BEL","CPI","TOT","AGRWTH","M","2016-03",2.242823,
"BEL","CPI","TOT","AGRWTH","M","2016-04",2.03575,
"BEL","CPI","TOT","AGRWTH","M","2016-05",2.201071,
"BEL","CPI","TOT","AGRWTH","M","2016-06",2.158202,
"BEL","CPI","TOT","AGRWTH","M","2016-07",2.277002,
"BEL","CPI","TOT","AGRWTH","M","2016-08",2.156708,
"BEL","CPI","TOT","AGRWTH","M","2016-09",1.868512,
"BEL","CPI","TOT","AGRWTH","M","2016-10",1.812808,
"BEL","CPI","TOT","AGRWTH","M","2016-11",1.771479,
"BEL","CPI","TOT","AGRWTH","M","2016-12",2.029957,
"BEL","CPI","TOT","AGRWTH","M","2017-01",2.647898,
"BEL","CPI","TOT","AGRWTH","M","2017-02",2.970979,
"BEL","CPI","TOT","AGRWTH","M","2017-03",2.281369,
"BEL","CPI","TOT","AGRWTH","M","2017-04",2.277372,
"BEL","CPI","TOT","AGRWTH","M","2017-05",1.862631,
"BEL","CPI","TOT","AGRWTH","M","2017-06",1.598992,
"BEL","CPI","TOT","AGRWTH","M","2017-07",1.781047,
"BEL","CPI","TOT","AGRWTH","M","2017-08",1.898121,
"BEL","CPI","TOT","AGRWTH","M","2017-09",2.008929,
"BEL","CPI","TOT","AGRWTH","M","2017-10",2.003097,
"BEL","CPI","TOT","AGRWTH","M","2017-11",2.069432,
"BEL","CPI","TOT","AGRWTH","M","2017-12",2.134441,
"BEL","CPI","TOT","AGRWTH","M","2018-01",1.706943,
"BEL","CPI","TOT","AGRWTH","M","2018-02",1.480845,
"BEL","CPI","TOT","AGRWTH","M","2018-03",1.391669,
"BEL","CPI","TOT","AGRWTH","M","2018-04",1.522505,
"BEL","CPI","TOT","AGRWTH","M","2018-05",1.819048,
"BEL","CPI","TOT","AGRWTH","M","2018-06",2.079359,
"BEL","CPI","TOT","AGRWTH","M","2018-07",2.168331,
"BEL","CPI","TOT","AGRWTH","M","2018-08",2.24292,
"BEL","CPI","TOT","AGRWTH","M","2018-09",2.349919,
"BEL","CPI","TOT","AGRWTH","M","2018-10",2.751162,
"BEL","CPI","TOT","AGRWTH","M","2018-11",2.775936,
"BEL","CPI","TOT","AGRWTH","M","2018-12",2.335697,
"BEL","CPI","TOT","AGRWTH","M","2019-01",1.98944,
"BEL","CPI","TOT","AGRWTH","M","2019-02",2.165317,
"BEL","CPI","TOT","AGRWTH","M","2019-03",2.331485,
"BEL","CPI","TOT","AGRWTH","M","2019-04",2.080795,
"BEL","CPI","TOT","AGRWTH","M","2019-05",1.88944,
"BEL","CPI","TOT","AGRWTH","M","2019-06",1.728649,
"BEL","CPI","TOT","AGRWTH","M","2019-07",1.424183,
"BEL","CPI","TOT","AGRWTH","M","2019-08",1.264176,
"BEL","CPI","TOT","AGRWTH","M","2019-09",0.7994051,
"BEL","CPI","TOT","AGRWTH","M","2019-10",0.4801034,
"BEL","CPI","TOT","AGRWTH","M","2019-11",0.3871681,
"BEL","CPI","TOT","AGRWTH","M","2019-12",0.7577158,
"BEL","CPI","TOT","AGRWTH","M","2020-01",1.405195,
"BEL","CPI","TOT","AGRWTH","M","2020-02",1.096572,
"BEL","CPI","TOT","AGRWTH","M","2020-03",0.6247129,
"BEL","CPI","TOT","AGRWTH","M","2020-04",0.5692774,
"BEL","CPI","TOT","AGRWTH","M","2020-05",0.4773708,
"BEL","CPI","TOT","AGRWTH","M","2020-06",0.5970423,
"BEL","CPI","TOT","AGRWTH","M","2020-07",0.7342144,
"BEL","CPI","TOT","AGRWTH","M","2020-08",0.8169635,
"BEL","CPI","TOT","AGRWTH","M","2020-09",0.9037256,
"BEL","CPI","TOT","AGRWTH","M","2020-10",0.74428,
"BEL","CPI","TOT","AGRWTH","M","2020-11",0.5142332,
"BEL","CPI","TOT","AGRWTH","M","2020-12",0.4126926,
"BEL","CPI","TOT","AGRWTH","M","2021-01",0.2552648,
"BEL","CPI","TOT","AGRWTH","M","2021-02",0.455747,
"BEL","CPI","TOT","AGRWTH","M","2021-03",0.8947321,
"BEL","CPI","TOT","AGRWTH","M","2021-04",1.232539,
"BEL","CPI","TOT","AGRWTH","M","2021-05",1.461855,
"BEL","CPI","TOT","AGRWTH","M","2021-06",1.625274,
"BEL","CPI","TOT","AGRWTH","M","2021-07",2.268586,
"BEL","CPI","TOT","AGRWTH","M","2021-08",2.731494,
"BEL","CPI","TOT","AGRWTH","M","2021-09",2.860537,
"BEL","CPI","TOT","AGRWTH","M","2021-10",4.159066,
"BEL","CPI","TOT","AGRWTH","M","2021-11",5.636762,
"BEL","CPI","TOT","AGRWTH","M","2021-12",5.708284,
"BEL","CPI","TOT","AGRWTH","M","2022-01",7.59298,
"BEL","CPI","TOT","AGRWTH","M","2022-02",8.039198,
"BEL","CPI","TOT","AGRWTH","M","2022-03",8.30694,
"BEL","CPI","TOT","AGRWTH","M","2022-04",8.306277,
"BEL","CPI","TOT","AGRWTH","M","2022-05",8.968933,
"BEL","CPI","TOT","AGRWTH","M","2022-06",9.649595,
"BEL","CPI","TOT","AGRWTH","M","2022-07",9.621381,
"BEL","CPI","TOT","AGRWTH","M","2022-08",9.944163,
"BEL","CPI","TOT","AGRWTH","M","2022-09",11.27499,
"BEL","CPI","TOT","AGRWTH","M","2022-10",12.26795,
"BEL","CPI","TOT","AGRWTH","M","2022-11",10.62873,
"BEL","CPI","TOT","AGRWTH","M","2022-12",10.35079,
"BEL","CPI","TOT","AGRWTH","M","2023-01",8.045977,
"CAN","CPI","TOT","AGRWTH","M","2011-04",3.275862,
"CAN","CPI","TOT","AGRWTH","M","2011-05",3.697335,
"CAN","CPI","TOT","AGRWTH","M","2011-06",3.098107,
"CAN","CPI","TOT","AGRWTH","M","2011-07",2.739726,
"CAN","CPI","TOT","AGRWTH","M","2011-08",3.084833,
"CAN","CPI","TOT","AGRWTH","M","2011-09",3.165098,
"CAN","CPI","TOT","AGRWTH","M","2011-10",2.896082,
"CAN","CPI","TOT","AGRWTH","M","2011-11",2.893617,
"CAN","CPI","TOT","AGRWTH","M","2011-12",2.297872,
"CAN","CPI","TOT","AGRWTH","M","2012-01",2.4618,
"CAN","CPI","TOT","AGRWTH","M","2012-02",2.624894,
"CAN","CPI","TOT","AGRWTH","M","2012-03",1.926298,
"CAN","CPI","TOT","AGRWTH","M","2012-04",2.003339,
"CAN","CPI","TOT","AGRWTH","M","2012-05",1.243781,
"CAN","CPI","TOT","AGRWTH","M","2012-06",1.502504,
"CAN","CPI","TOT","AGRWTH","M","2012-07",1.25,
"CAN","CPI","TOT","AGRWTH","M","2012-08",1.246883,
"CAN","CPI","TOT","AGRWTH","M","2012-09",1.160862,
"CAN","CPI","TOT","AGRWTH","M","2012-10",1.15894,
"CAN","CPI","TOT","AGRWTH","M","2012-11",0.8271298,
"CAN","CPI","TOT","AGRWTH","M","2012-12",0.8319467,
"CAN","CPI","TOT","AGRWTH","M","2013-01",0.4971002,
"CAN","CPI","TOT","AGRWTH","M","2013-02",1.237624,
"CAN","CPI","TOT","AGRWTH","M","2013-03",0.9860312,
"CAN","CPI","TOT","AGRWTH","M","2013-04",0.4091653,
"CAN","CPI","TOT","AGRWTH","M","2013-05",0.7371007,
"CAN","CPI","TOT","AGRWTH","M","2013-06",1.151316,
"CAN","CPI","TOT","AGRWTH","M","2013-07",1.316872,
"CAN","CPI","TOT","AGRWTH","M","2013-08",1.067323,
"CAN","CPI","TOT","AGRWTH","M","2013-09",1.065574,
"CAN","CPI","TOT","AGRWTH","M","2013-10",0.6546645,
"CAN","CPI","TOT","AGRWTH","M","2013-11",0.902379,
"CAN","CPI","TOT","AGRWTH","M","2013-12",1.237624,
"CAN","CPI","TOT","AGRWTH","M","2014-01",1.483924,
"CAN","CPI","TOT","AGRWTH","M","2014-02",1.140994,
"CAN","CPI","TOT","AGRWTH","M","2014-03",1.545972,
"CAN","CPI","TOT","AGRWTH","M","2014-04",2.03749,
"CAN","CPI","TOT","AGRWTH","M","2014-05",2.276423,
"CAN","CPI","TOT","AGRWTH","M","2014-06",2.357723,
"CAN","CPI","TOT","AGRWTH","M","2014-07",2.112104,
"CAN","CPI","TOT","AGRWTH","M","2014-08",2.112104,
"CAN","CPI","TOT","AGRWTH","M","2014-09",2.027575,
"CAN","CPI","TOT","AGRWTH","M","2014-10",2.357723,
"CAN","CPI","TOT","AGRWTH","M","2014-11",1.95122,
"CAN","CPI","TOT","AGRWTH","M","2014-12",1.466993,
"CAN","CPI","TOT","AGRWTH","M","2015-01",0.9748172,
"CAN","CPI","TOT","AGRWTH","M","2015-02",1.047542,
"CAN","CPI","TOT","AGRWTH","M","2015-03",1.201923,
"CAN","CPI","TOT","AGRWTH","M","2015-04",0.798722,
"CAN","CPI","TOT","AGRWTH","M","2015-05",0.8744038,
"CAN","CPI","TOT","AGRWTH","M","2015-06",1.032565,
"CAN","CPI","TOT","AGRWTH","M","2015-07",1.272872,
"CAN","CPI","TOT","AGRWTH","M","2015-08",1.272872,
"CAN","CPI","TOT","AGRWTH","M","2015-09",1.033386,
"CAN","CPI","TOT","AGRWTH","M","2015-10",1.032565,
"CAN","CPI","TOT","AGRWTH","M","2015-11",1.355662,
"CAN","CPI","TOT","AGRWTH","M","2015-12",1.606426,
"CAN","CPI","TOT","AGRWTH","M","2016-01",2.011263,
"CAN","CPI","TOT","AGRWTH","M","2016-02",1.355662,
"CAN","CPI","TOT","AGRWTH","M","2016-03",1.266825,
"CAN","CPI","TOT","AGRWTH","M","2016-04",1.664025,
"CAN","CPI","TOT","AGRWTH","M","2016-05",1.497242,
"CAN","CPI","TOT","AGRWTH","M","2016-06",1.493711,
"CAN","CPI","TOT","AGRWTH","M","2016-07",1.256873,
"CAN","CPI","TOT","AGRWTH","M","2016-08",1.099764,
"CAN","CPI","TOT","AGRWTH","M","2016-09",1.33753,
"CAN","CPI","TOT","AGRWTH","M","2016-10",1.493711,
"CAN","CPI","TOT","AGRWTH","M","2016-11",1.180173,
"CAN","CPI","TOT","AGRWTH","M","2016-12",1.501976,
"CAN","CPI","TOT","AGRWTH","M","2017-01",2.129338,
"CAN","CPI","TOT","AGRWTH","M","2017-02",2.045633,
"CAN","CPI","TOT","AGRWTH","M","2017-03",1.563722,
"CAN","CPI","TOT","AGRWTH","M","2017-04",1.636789,
"CAN","CPI","TOT","AGRWTH","M","2017-05",1.319876,
"CAN","CPI","TOT","AGRWTH","M","2017-06",1.006971,
"CAN","CPI","TOT","AGRWTH","M","2017-07",1.163693,
"CAN","CPI","TOT","AGRWTH","M","2017-08",1.398601,
"CAN","CPI","TOT","AGRWTH","M","2017-09",1.552795,
"CAN","CPI","TOT","AGRWTH","M","2017-10",1.394268,
"CAN","CPI","TOT","AGRWTH","M","2017-11",2.099533,
"CAN","CPI","TOT","AGRWTH","M","2017-12",1.869159,
"CAN","CPI","TOT","AGRWTH","M","2018-01",1.698842,
"CAN","CPI","TOT","AGRWTH","M","2018-02",2.158828,
"CAN","CPI","TOT","AGRWTH","M","2018-03",2.309469,
"CAN","CPI","TOT","AGRWTH","M","2018-04",2.223926,
"CAN","CPI","TOT","AGRWTH","M","2018-05",2.222222,
"CAN","CPI","TOT","AGRWTH","M","2018-06",2.453988,
"CAN","CPI","TOT","AGRWTH","M","2018-07",2.990798,
"CAN","CPI","TOT","AGRWTH","M","2018-08",2.835249,
"CAN","CPI","TOT","AGRWTH","M","2018-09",2.217125,
"CAN","CPI","TOT","AGRWTH","M","2018-10",2.444614,
"CAN","CPI","TOT","AGRWTH","M","2018-11",1.675552,
"CAN","CPI","TOT","AGRWTH","M","2018-12",1.987768,
"CAN","CPI","TOT","AGRWTH","M","2019-01",1.442673,
"CAN","CPI","TOT","AGRWTH","M","2019-02",1.509434,
"CAN","CPI","TOT","AGRWTH","M","2019-03",1.881114,
"CAN","CPI","TOT","AGRWTH","M","2019-04",2.025506,
"CAN","CPI","TOT","AGRWTH","M","2019-05",2.398801,
"CAN","CPI","TOT","AGRWTH","M","2019-06",2.020958,
"CAN","CPI","TOT","AGRWTH","M","2019-07",2.010424,
"CAN","CPI","TOT","AGRWTH","M","2019-08",1.937407,
"CAN","CPI","TOT","AGRWTH","M","2019-09",1.869858,
"CAN","CPI","TOT","AGRWTH","M","2019-10",1.86428,
"CAN","CPI","TOT","AGRWTH","M","2019-11",2.172285,
"CAN","CPI","TOT","AGRWTH","M","2019-12",2.248876,
"CAN","CPI","TOT","AGRWTH","M","2020-01",2.39521,
"CAN","CPI","TOT","AGRWTH","M","2020-02",2.156134,
"CAN","CPI","TOT","AGRWTH","M","2020-03",0.886263,
"CAN","CPI","TOT","AGRWTH","M","2020-04",-0.2205882,
"CAN","CPI","TOT","AGRWTH","M","2020-05",-0.3660322,
"CAN","CPI","TOT","AGRWTH","M","2020-06",0.6603081,
"CAN","CPI","TOT","AGRWTH","M","2020-07",0.1459854,
"CAN","CPI","TOT","AGRWTH","M","2020-08",0.1461988,
"CAN","CPI","TOT","AGRWTH","M","2020-09",0.51395,
"CAN","CPI","TOT","AGRWTH","M","2020-10",0.658858,
"CAN","CPI","TOT","AGRWTH","M","2020-11",0.9530792,
"CAN","CPI","TOT","AGRWTH","M","2020-12",0.7331378,
"CAN","CPI","TOT","AGRWTH","M","2021-01",1.023392,
"CAN","CPI","TOT","AGRWTH","M","2021-02",1.091703,
"CAN","CPI","TOT","AGRWTH","M","2021-03",2.196193,
"CAN","CPI","TOT","AGRWTH","M","2021-04",3.389831,
"CAN","CPI","TOT","AGRWTH","M","2021-05",3.600294,
"CAN","CPI","TOT","AGRWTH","M","2021-06",3.061224,
"CAN","CPI","TOT","AGRWTH","M","2021-07",3.717201,
"CAN","CPI","TOT","AGRWTH","M","2021-08",4.087591,
"CAN","CPI","TOT","AGRWTH","M","2021-09",4.382761,
"CAN","CPI","TOT","AGRWTH","M","2021-10",4.654545,
"CAN","CPI","TOT","AGRWTH","M","2021-11",4.720407,
"CAN","CPI","TOT","AGRWTH","M","2021-12",4.803493,
"CAN","CPI","TOT","AGRWTH","M","2022-01",5.137482,
"CAN","CPI","TOT","AGRWTH","M","2022-02",5.687545,
"CAN","CPI","TOT","AGRWTH","M","2022-03",6.661891,
"CAN","CPI","TOT","AGRWTH","M","2022-04",6.771204,
"CAN","CPI","TOT","AGRWTH","M","2022-05",7.730496,
"CAN","CPI","TOT","AGRWTH","M","2022-06",8.132957,
"CAN","CPI","TOT","AGRWTH","M","2022-07",7.5896,
"CAN","CPI","TOT","AGRWTH","M","2022-08",7.012623,
